name,detail_url,listing_address,listing_languages,map_url,listing_website,services,regular_staff_languages,casual_volunteer_languages,reduced_mobility_access,daycare,contact_hours,phone,email,website,address,holiday_period,territory_covered,administrative_region,municipality,source_last_updated
Portes Ouvertes sur le Lac (Dolbeau-Mistassini),https://www.quebec.ca/en/immigration/partners/108/portes-ouvertes-sur-le-lac-dolbeau-mistassini,"1201, rue des Érables Dolbeau-Mistassini (Saguenay-Lac-Saint-Jean) G8L 1C2 Tel. : 418 679-3686","Français, Anglais, Espagnol, Portugais, Italien, Allemand, Albanais, Russe, Arabe","https://www.google.com/maps/place/1201+Rue+des+%C3%89rables,+Dolbeau-Mistassini,+QC+G8L+1C2/@48.8777616,-72.2287478,17z/data=!3m1!4b1!4m5!3m4!1s0x4ce9f1595bf0fbdd:0xa2896a0050c24bea!8m2!3d48.8777616!4d-72.2265645",https://www.portesouvertessurlelac.org,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Jumelage interculturel | Session Objectif intégration | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Portugais, Italien, Allemand, Albanais, Russe, Arabe","Ukrainien, Mandarin, Tagalog",Yes,,"Du lundi au vendredi, de 8 h 30 à 12 h et de 13 h à 16 h 30.",418-679-3686,info@portesouvertessurlelac.org,http://www.portesouvertessurlelac.org,"1201, rue des Érables Dolbeau-Mistassini (Québec) G8L 1C2 Voir sur la carte",Bureau fermé durant la période des fêtes,Les municipalités de la MRC Maria-Chapdelaine (12 municipalités dont la ville centre de Dolbeau-Mistassini).,Saguenay-Lac-Saint-Jean,Dolbeau-Mistassini,"June 10, 2025"
Portes Ouvertes sur le Lac (Saint-Félicien),https://www.quebec.ca/en/immigration/partners/165/portes-ouvertes-sur-le-lac-saint-felicien,"1209, boulevard Sacré-Coeur, C.P. 7000 Saint-Félicien (Saguenay-Lac-Saint-Jean) G8K 2R5 Tel. : 418 307-5058 Fax : 418 679-4083","Français, Anglais, Espagnol, Italien, Allemand, Russe, Arabe","https://www.google.com/maps/place/1209+Bd+du+Sacr%C3%A9+Coeur,+Saint-F%C3%A9licien,+QC+G8K+2R2/@48.6528315,-72.4492969,889m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cc207ebf93f48b5:0x7f88301af667dbed!8m2!3d48.6528315!4d-72.446722!16s%2Fg%2F11c3q3kmc6?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.portesouvertessurlelac.org,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Jumelage interculturel | Session Objectif intégration | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Espagnol, Italien, Allemand, Russe, Arabe","Ukrainien, Mandarin, Tagalog",Yes,,"Du lundi au vendredi, de 8 h 30 à 12 h et de 13 h à 16 h 30.",418-307-5058,info@polac.org,http://www.portesouvertessurlelac.org,"1209, boulevard Sacré-Coeur, C.P. 7000 Saint-Félicien (Québec) G8K 2R5 Voir sur la carte",Bureau fermé durant la période des fêtes,MRC de Lac St-Jean Est et MRC Domaine-du-Roy (9 municipalités dont les villes Roberval et St-Félicien).,Saguenay-Lac-Saint-Jean,Saint-Félicien,"June 10, 2025"
Projektion 16-35 (La Pocatière),https://www.quebec.ca/en/immigration/partners/112/projektion-16-35-la-pocatiere,"212, 4e avenue Painchaud La Pocatière (Bas-Saint-Laurent) G0R 1Z0 Tel. : 418 371-1377 Fax : 418 371-1378","Français, Anglais, Espagnol","https://www.google.com/maps/place/212+4e+Avenue+Painchaud,+La+Pocati%C3%A8re,+QC+G0R+1Z0/@47.3680588,-70.0410732,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbee5dadcab115b:0xce40577244dab534!8m2!3d47.3680588!4d-70.0388899",https://www.projektion16-35.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol","Français, Anglais, Arabe, Espagnol, Tagalog",,,"Du lundi au vendredi de 9 h à 16 h (Notez que de façon régulière, des rencontres peuvent se faire en soirée ou les fins de semaine, de même que certaines activités de groupe).",418-371-1377,direction@projektion16-35.ca,http://www.projektion16-35.ca,"212, 4e avenue Painchaud La Pocatière (Québec) G0R 1Z0 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de Kamouraska,Bas-Saint-Laurent,La Pocatière,"June 10, 2025"
Projektion 16-35 (St-Pascal),https://www.quebec.ca/en/immigration/partners/111/projektion-16-35-st-pascal,"580 C, rue Côté Saint-Pascal (Bas-Saint-Laurent) G0L 3Y0 Tel. : 418 492-9127 Fax : 418 492-7851","Français, Anglais, Espagnol","https://www.google.com/maps/place/Projektion+16-35%2FCJE/@47.5296843,-69.804278,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbef65aaece45cf:0x282a9591e4893594!8m2!3d47.5296807!4d-69.8020893",https://www.projektion16-35.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol","Français, Anglais, Arabe, Espagnol, Tagalog",,,"Du lundi au vendredi uniquement sur rendez-vous (Notez que de façon régulière, des rencontres peuvent se faire en soirée ou les fins de semaine, de même que certaines activités de groupe. Aussi, les heures du vendredi sont valides, mais sur rendez-vous).",418-492-9127,direction@projektion16-35.ca,http://www.projektion16-35.ca,"580 C, rue Côté Saint-Pascal (Québec) G0L 3Y0 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de Kamouraska,Bas-Saint-Laurent,Saint-Pascal,"June 10, 2025"
Projet d'Accueil et d'Intégration Solidaire,https://www.quebec.ca/en/immigration/partners/201/projet-daccueil-et-dintegration-solidaire,"14875, boulevard Bécancour Bécancour (Centre-du-Québec) G9H 2L6 Tel. : 819 294-6020","Français, Anglais, Espagnol, Arabe, Mandarin, Russe","https://www.google.com/maps/place/14875+Boul+B%C3%A9cancour,+B%C3%A3%C2%A9Cancour,+QC+G9H+2L7/@46.331593,-72.5146666,17z/data=!3m1!4b1!4m6!3m5!1s0x4cc7c5d7f37e4205:0x71ec322a41e43328!8m2!3d46.331593!4d-72.5120917!16s%2Fg%2F11sv05nxy8?hl=fr&entry=ttu&g_ep=EgoyMDI1MDgxOS4wIKXMDSoASAFQAw%3D%3D",https://www.pais.ca/,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol, Arabe, Mandarin, Russe","Français, Anglais, Espagnol, Arabe",,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,819-294-6020,mlemire@pais.ca,http://www.pais.ca/,"14875, boulevard Bécancour Bécancour (Québec) G9H 2L6 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de Bécancourt (Sainte-Françoise; Fortierville; Sainte-Sophie-de-Lévrard; Parisville; Manseau; Lemieux; Deschaillons; Bécancour; Saint-Sylvère; Sainte-Marie-de-Blandford; Sainte-Cécile-de-Lévrard; Saint-Pierre-les-Becquets),Centre-du-Québec,Bécancour,"June 10, 2025"
Projet d'Accueil et d'Intégration Solidaire,https://www.quebec.ca/en/immigration/partners/140/projet-daccueil-et-dintegration-solidaire,"1596, route Marie-Victorin Deschaillons-sur-Saint-Laurent (Centre-du-Québec) G0S 1G0 Tel. : 418 554-9425","Français, Anglais, Espagnol, Arabe, Mandarin, Russe","https://www.google.com/maps/place/1596+Rte+Marie-Victorin,+Deschaillons-sur-Saint-Laurent,+QC+G0S+1G0/@46.5514846,-72.1276622,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc79906d13c96b5:0x5053b2dc292d72ad!8m2!3d46.5514846!4d-72.1254789",https://www.pais.ca/,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais, Espagnol, Arabe, Mandarin, Russe","Français, Anglais, Espagnol, Arabe",Yes,Available on site,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,418-554-9425,srousseau@pais.ca,http://www.pais.ca/,"1596, route Marie-Victorin Deschaillons-sur-Saint-Laurent (Québec) G0S 1G0 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de Bécancourt (Sainte-Françoise; Fortierville; Sainte-Sophie-de-Lévrard; Parisville; Manseau; Lemieux; Deschaillons; Bécancour; Saint-Sylvère; Sainte-Marie-de-Blandford; Sainte-Cécile-de-Lévrard; Saint-Pierre-les-Becquets),Centre-du-Québec,Deschaillons-sur-Saint-Laurent,"June 10, 2025"
PROMIS (Promotion - Intégration - Société Nouvelle),https://www.quebec.ca/en/immigration/partners/114/promis-promotion-integration-societe-nouvelle,"3333, chemin de la Côte-Sainte-Catherine Montréal (Montréal) H3T 1C8 Tel. : 514 345-1615 Fax : 514 345-1088","Français, Anglais, Espagnol, Arabe, Russe, Farsi, Bosnien, Serbe, Croate, Créole, Portugais, Allemand, Ukrainien, Urdu, Pendjabi, Hindi","https://www.google.com/maps/place/3333+Chem.+de+la+C%C3%B4te-Sainte-Catherine,+Montr%C3%A9al,+QC+H3T+1C8/@45.5004602,-73.628847,472m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cc919ec11aa875f:0x653f31c522148417!8m2!3d45.5004602!4d-73.6262721!16s%2Fg%2F11csk13zht?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.promis.qc.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Espace Parents | Session Objectif intégration","Français, Anglais, Espagnol, Arabe, Russe, Farsi, Bosnien, Serbe, Croate, Créole, Portugais, Allemand, Ukrainien, Urdu, Pendjabi, Hindi",ND (pas de bénévoles ni personnel occasionnel),Yes,Available on site,"Du lundi au vendredi, de 9 h à 12 h et de 13 h à 21 h 30.",514-345-1615,info@promis.qc.ca,http://www.promis.qc.ca,"3333, chemin de la Côte-Sainte-Catherine Montréal (Québec) H3T 1C8 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Grande région métropolitaine de Montréal (15 régions administratives (hors la zone Montréal-Laval-Longueuil) pour nos activités de régionalisation de l'immigration. Côte-des-Neiges/Notre-Dame-de-Grâce; Outremont; Plateau-Mont-Royal; Villeray/Saint-Michel-Parc-Extension; Ahuntsic-Cartierville; Sud-Ouest; Ville-Marie (centre-ville Ouest)),Montréal,Montréal,"June 10, 2025"
Relais communautaire de Laval,https://www.quebec.ca/en/immigration/partners/215/relais-communautaire-de-laval,"111, boulevard des Laurentides Laval (Laval) H7G 2T2 Tel. : 450 668-8727 Fax : 450-668-9615","Français, Anglais, Espagnol, Créole, Arabe, Kabile, Roumain, Ukrainien, Bandjoun, Bangandgie, Lingala","https://www.google.com/maps/place/111+Boulevard+des+Laurentides,+Laval,+QC+H7G+2T2/@45.5631628,-73.68615,16z/data=!3m1!4b1!4m6!3m5!1s0x4cc92206710e7fbf:0x853a9e4ebb9bcca8!8m2!3d45.5631591!4d-73.6835751!16s%2Fg%2F11b8v4n1_q?entry=ttu&g_ep=EgoyMDI1MDkyMi4wIKXMDSoASAFQAw%3D%3D",https://relais-communautaire.org,"Accueil, installation, intégration, renseignement et référence","Français, Anglais, Espagnol, Créole, Arabe, Kabile, Roumain, Ukrainien, Bandjoun, Bangandgie, Lingala","Français, Anglais, Espagnole, Créole, Arabe, Kabile, Roumain, Ukrainien",Yes,,Du lundi au vendredi de 8 h à 17 h.,450-668-8727,info@relais-communautaire.org,https://relais-communautaire.org,"111, boulevard des Laurentides Laval (Québec) H7G 2T2 Voir sur la carte",Bureau fermé entre Noël et le Nouvel An,Laval,Laval,Laval,"June 10, 2025"
Réseaux Employabilité Immigration Entrepreneuriat,https://www.quebec.ca/en/immigration/partners/115/reseaux-employabilite-immigration-entrepreneuriat,"430, boulevard Harwood Vaudreuil-Dorion (Montérégie) J7V 7H4 Tel. : 450 424-5727 Fax : 450 424-5733","Français, Anglais, Roumain, Russe, Pendjabi, Hindi, Espagnol, Arabe, Italien, Urdu, Ukrainien","https://www.google.com/maps/place/430+Bd+Harwood,+Vaudreuil-Dorion,+QC+J7V+6A3/@45.3783113,-74.0224173,945m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cc94819d83c3467:0xff34cd0bc4da24b6!8m2!3d45.3783113!4d-74.0198424!16s%2Fg%2F11b8v4qldp?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.reseauxvs.ca,"Accueil, installation, intégration, renseignement et référence | Régionalisation/établissement hors Montréal | Session Objectif intégration | Personne ayant demandé l'asile (DA) - Recherche de logement | Jumelage interculturel | Espace Parents","Français, Anglais, Roumain, Russe, Pendjabi, Hindi, Espagnol, Arabe, Italien, Urdu, Ukrainien","Français, Anglais, Roumain, Russe, Pendjabi, Hindi, Espagnol, Arabe, Italien, Urdu, Ukrainien",Yes,,Du lundi au dimanche de 8 h 30 à 12 h et de 13 h à 16 h 30. Horaire estival du 3 juin au 29 août - 8 h à 16 h 30 du lundi au jeudi et de 8 h à 13 h le vendredi (sans pause).,450-424-5727,info@reseauxvs.ca,http://www.reseauxvs.ca,"430, boulevard Harwood Vaudreuil-Dorion (Québec) J7V 7H4 Voir sur la carte",Bureau fermé 2 semaines pendant la période de Noël et du jour de l'An,Les municipalités de la MRC Vaudreuil-Soulanges (Coteau-du-Lac; Hudson; L'Île-Cadieux; L'Île-Perrot; Les Cèdres; Les Coteaux; Notre-Dame-de-l'Île-Perrot;Pincourt; Pointe-des-Cascades; Pointe-Fortune; Rigaud; Rivière-Beaudette; Saint-Clet; Saint-Lazare; Saint-Polycarpe; Saint-Télesphore; Saint-Zotique; Sainte-Justine-de-Newton; Sainte-Marthe;Terrasse-Vaudreuil; Très-Saint-Rédempteur; Vaudreuil-Dorion; Vaudreuil-sur-le-Lac),Montérégie,Vaudreuil-Dorion,"June 10, 2025"
Saint-Hyacinthe Technopole,https://www.quebec.ca/en/immigration/partners/85/saint-hyacinthe-technopole,"1000, rue Dessaules Saint-Hyacinthe (Montérégie) J2S 8W1 Tel. : 450 774-9000 Fax : 451 773-6767","Français, Anglais, Espagnol, Portugais","https://www.google.com/maps/place/1000+Rue+Dessaulles,+Saint-Hyacinthe,+QC+J2S+8W1/@45.6280831,-72.9476358,17z/data=!3m1!4b1!4m5!3m4!1s0x4cc84e645f427297:0x6fcdbfa0a612c70a!8m2!3d45.6280794!4d-72.9454471",https://st-hyacinthetechnopole.com/,Régionalisation/établissement hors Montréal,"Français, Anglais, Espagnol, Portugais","Français, Anglais, Espagnol, Dialectes africains, Ukrainiens",Yes,,Du lundi au Jeudi de 8 h à 12 h et de 13 h à 16 h 30 et vendredi de 8 h à 12 h.,450-774-9000,info@st-hyacinthetechnopole.com,https://st-hyacinthetechnopole.com/,"1000, rue Dessaules Saint-Hyacinthe (Québec) J2S 8W1 Voir sur la carte",Bureau fermé entre Noël et le jour de l'An,MRC des Maskoutains (17 municipalités) et parfois la MRC d'Acton Vale,Montérégie,Saint-Hyacinthe,"June 10, 2025"
SEMO,https://www.quebec.ca/en/immigration/partners/219/semo,"333, 3e rue Chibougamau (Nord-du-Québec) G8P 1N7 Tel. : 418 770-1391","Français, Anglais","https://www.google.com/maps/place/333+3e+Rue,+Chibougamau,+QC+G8P+1N4/@49.9138247,-74.3602721,17z/data=!3m1!4b1!4m6!3m5!1s0x4ce6f57470a68f6b:0x2b89720851b43c68!8m2!3d49.9138213!4d-74.3576972!16s%2Fg%2F11pyyfv391?entry=ttu&g_ep=EgoyMDI1MTAwNi4wIKXMDSoASAFQAw%3D%3D",https://semo02.com/,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel","Français, Anglais","Français, Anglais",,,Du lundi au vendredi de 8 h à 12 h et de 13 h à 16 h.,418-770-1391,immigration@semo02.com,https://semo02.com/,"333, 3e rue Chibougamau (Québec) G8P 1N7 Voir sur la carte",Bureau fermé 2 semaines pendant le temps de fêtes,Chibougamau,Nord-du-Québec,Chibougamau,"June 10, 2025"
Service Accès Travail de Portneuf,https://www.quebec.ca/en/immigration/partners/172/service-acces-travail-de-portneuf,"150, rue Saint-Joseph Saint-Marc-des-Carrières (Capitale-Nationale) G0A 4B0 Tel. : 418 329-2511 Fax : 418-329-2644","Français, Anglais, Espagnol, Arabe, Italien","https://www.google.com/maps/place/150+Rue+St+Joseph,+Saint-Marc-des-Carri%C3%A8res,+QC+G0A+4B0/@46.6771847,-72.0525957,462m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cc775a06a9d5fdb:0xa43846b9e597313!8m2!3d46.6771847!4d-72.0500208!16s%2Fg%2F11c1_hktnr?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.accestravailportneuf.com,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Espagnol, Arabe, Italien","Français, Anglais, Espagnol, Arabe",,,Horaire établi selon les besoins de la clientèle.,418-329-2511,atp@portneufplus.com,http://www.accestravailportneuf.com,"150, rue Saint-Joseph Saint-Marc-des-Carrières (Québec) G0A 4B0 Voir sur la carte",Bureau fermé une semaine durant la période des fêtes,MRC de Portneuf et MRC de la Jacques-Cartier,Capitale-Nationale,Saint-Marc-des-Carrières,"June 10, 2025"
Service Accès Travail de Portneuf (Donnaconna),https://www.quebec.ca/en/immigration/partners/170/service-acces-travail-de-portneuf-donnaconna,"162, rue Notre-Dame Donnaconna (Capitale-Nationale) G3M 1G4 Tel. : 418 329-2511 Fax : 418-329-2644","Français, Anglais, Espagnol, Arabe, Italien","https://www.google.ca/maps/place/162+Rue+Notre+Dame,+Donnacona,+QC+G3M+1G4/@46.6733908,-71.7399174,17z/data=!3m1!4b1!4m6!3m5!1s0x4cc77e97da5385b5:0xeb2c9c6ea4fa4bf1!8m2!3d46.6733908!4d-71.7399174!16s%2Fg%2F11c4869c55?entry=ttu",https://www.accestravailportneuf.com,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Espagnol, Arabe, Italien","Français, Anglais, Espagnol, Arabe",Yes,,"Du lundi au vendredi de 8 h 30 à 12 h et de de 13 h à 16 h 30. Des services sont également offerts, sur rendez-vous, sur l'heure du diner, en soirée et la fin de semaine.",418-329-2511,atp@portneufplus.com,http://www.accestravailportneuf.com,"162, rue Notre-Dame Donnaconna (Québec) G3M 1G4 Voir sur la carte",Bureau fermé une semaine durant la période des fêtes,MRC de Portneuf et MRC de la Jacques-Cartier,Capitale-Nationale,Donnaconna,"June 10, 2025"
Service Accès Travail de Portneuf (Saint-Raymond),https://www.quebec.ca/en/immigration/partners/171/service-acces-travail-de-portneuf-saint-raymond,"592, rue Guyon Saint-Raymond (Capitale-Nationale) G3L 0A5 Tel. : 418 329-2511 Fax : 418-329-2644","Français, Anglais, Espagnol, Arabe, Italien",https://maps.app.goo.gl/ewLUmURpYp2skVaC7,https://www.accestravailportneuf.com,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Espagnol, Arabe, Italien","Français, Anglais, Espagnol, Arabe",Yes,,Horaire établi selon les besoins de la clientèle.,418-329-2511,atp@portneufplus.com,http://www.accestravailportneuf.com,"592, rue Guyon Saint-Raymond (Québec) G3L 0A5 Voir sur la carte",Bureau fermé une semaine durant la période des fêtes,MRC de Portneuf et MRC de la Jacques-Cartier,Capitale-Nationale,Saint-Raymond,"June 10, 2025"
Service Accès-Emploi (Pohénégamook),https://www.quebec.ca/en/immigration/partners/120/service-acces-emploi-pohenegamook,"474, rue des Étudiants Pohénégamook (Bas-Saint-Laurent) G0L 1J0 Tel. : 419 855-2777 Fax : 418 855-2277","Français, Anglais","https://www.google.ca/maps/place/474+Rue+des+Etudiants,+Poh%C3%A9n%C3%A9gamook,+QC+G0L+1J0/@47.4566846,-69.1543789,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbdd523bac3653f:0x32cde0a87cf213cc!8m2!3d47.4566846!4d-69.1521849",https://www.accesemploi.org,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais","Français, Anglais",,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,419-855-2777,info@accesemploi.org,http://www.accesemploi.org,"474, rue des Étudiants Pohénégamook (Québec) G0L 1J0 Voir sur la carte",Services offerts toute l'année,Les municipalités de la MRC Témiscouata (Auclair Biencourt Dégelis Lac-des-Aigles Lejeune Packington Pohénégamook Rivière-Bleue Saint-Athanase Saint-Elzéar-de-Témiscouata Saint-Eusèbe Saint-Honoré-de-Témis... Saint-Jean-de-la-Lande Saint-Juste-du-Lac Saint-Louis-du-Ha!-Ha! Saint-Marc-du-Lac-Long),Bas-Saint-Laurent,Pohénégamook,"June 10, 2025"
Service Accès-Emploi (Squatec),https://www.quebec.ca/en/immigration/partners/146/service-acces-emploi-squatec,"95, rue Saint-Joseph Squatec G0L 4H0 Tel. : 418 855-2777 Fax : 418 855-2276","Français, Anglais","https://www.google.ca/maps/place/95+Rue+Saint-Joseph,+Squatec,+QC+G0L+4H0/@47.8815514,-68.7270259,17z/data=!3m1!4b1!4m5!3m4!1s0x4cbdfb6d9b1035ff:0x308e2356ea8524b2!8m2!3d47.8815514!4d-68.7248372",https://www.accesemploi.org,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais","Français, Anglais",,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,418-855-2777,info@accesemploi.org,http://www.accesemploi.org,"95, rue Saint-Joseph Squatec (Québec) G0L 4H0 Voir sur la carte",,,,Squatec,"June 10, 2025"
Service Accès-Emploi (Témiscouata-Sur-Le-Lac),https://www.quebec.ca/en/immigration/partners/184/service-acces-emploi-temiscouata-sur-le-lac,"851, rue Commerciale Nord Témiscouata-sur-le-Lac (Bas-Saint-Laurent) G0L 1E0 Tel. : 418 855-2777 Fax : 418 855-2276","Français, Anglais","https://www.google.com/maps/place/851+R.+Commerciale+N,+T%C3%A9miscouata-sur-le-Lac,+QC+G0L+1E0/@47.6833251,-68.884918,906m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cbdddc8d4e78d81:0xbd22d013af7d172f!8m2!3d47.6833251!4d-68.8823431!16s%2Fg%2F11bw3z80l_?entry=ttu&g_ep=EgoyMDI1MDkyNC4wIKXMDSoASAFQAw%3D%3D",https://www.accesemploi.org,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel","Français, Anglais","Français, Anglais",Yes,,Du lundi au vendredi de 8 h 30 à 12 h et de 13 h à 16 h 30.,418-855-2777,info@accesemploi.org et mettre en CC louise.turcotte@accesemploi.org,http://www.accesemploi.org,"851, rue Commerciale Nord Témiscouata-sur-le-Lac (Québec) G0L 1E0 Voir sur la carte",Services offerts toute l'année,Les municipalités de la MRC Témiscouata (Auclair Biencourt Dégelis Lac-des-Aigles Lejeune Packington Pohénégamook Rivière-Bleue Saint-Athanase Saint-Elzéar-de-Témiscouata Saint-Eusèbe Saint-Honoré-de-Témis... Saint-Jean-de-la-Lande Saint-Juste-du-Lac Saint-Louis-du-Ha!-Ha! Saint-Marc-du-Lac-Long ),Bas-Saint-Laurent,Témiscouata-sur-le-Lac,"June 10, 2025"
Service d'Accueil des Nouveaux Arrivants (SANA) de la MRC de Maskinongé,https://www.quebec.ca/en/immigration/partners/122/service-daccueil-des-nouveaux-arrivants-sana-de-la-mrc-de-maskinonge,"30, boulevard Comtois Louiseville (Mauricie) J5V 2H6 Tel. : 819 519-9461 Fax : 819 519-9461","Français, Anglais, Arabe, Portugais, Espagnol","https://www.google.com/maps/place/30+Bd+Comtois,+Louiseville,+QC+J5V+2H6/@46.255216,-72.9554913,465m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4cc62eba5666f191:0xd5b8eea9aa185e09!8m2!3d46.255216!4d-72.9529164!16s%2Fg%2F11b8ylyft_?entry=ttu&g_ep=EgoyMDI1MDkyMy4wIKXMDSoASAFQAw%3D%3D",https://www.sanamrcmaskinonge.ca,"Accueil, installation, intégration, renseignement et référence | Jumelage interculturel | Personne ayant demandé l'asile (DA) - Recherche de logement","Français, Anglais, Arabe, Portugais, Espagnol","Français, Anglais, Arabe, Portugais, Espagnol, Créole (Mauricien)",Yes,Available on site,"Du lundi au jeudi de 8 h 15 à 12 h et de 12 h 45 à 16 h 30, le vendredi de 8 h 30 à 13 h (l'organisme est disponible pour couvrir des services en soirée ou la fin de semaine en cas d'urgence).",819-519-9461,sana@mrc-maskinonge.qc.ca,http://www.sanamrcmaskinonge.ca,"30, boulevard Comtois Louiseville (Québec) J5V 2H6 Voir sur la carte",Bureau fermé 2 semaines durant la période de Noël et du jour de l'An,Les municipalités de la MRC de Maskinongé (17 municipalités),Mauricie,Louiseville,"June 10, 2025"
SERVICE D'ACCUEIL DES NOUVEAUX ARRIVANTS (SANA) DE TROIS-RIVIÈRES,https://www.quebec.ca/en/immigration/partners/174/service-daccueil-des-nouveaux-arrivants-sana-de-trois-rivieres,"B100-2000, boulevard Des Récollets Trois-Rivières (Mauricie) G9A 3X4 Tel. : 820 375-2196 Fax : 820 375-9535","Français, Anglais, Espagnol, Swaihili, Lingala, Arabe, Mandarin, Portugais, Bosniaque, Italien, Sango",https://goo.gl/maps/f4V6vciehdPznTn97,https://www.sana3r.ca,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel | Espace Parents | Installation et accompagnement des personnes réfugiées prises en charge par l'État | Personne ayant demandé l'asile (DA) - Recherche de logement | Intervenant communautaire interculturel (ICI) Santé – Éducation – Petite enfance – Jeunesse | Séances d'information pour les DA | Intervenant communautaire interculturel (ICI) - Femmes","Français, Anglais, Espagnol, Swaihili, Lingala, Arabe, Mandarin, Portugais, Bosniaque, Italien, Sango","Français, Anglais, Espagnol, Swaihili, Lingala, Arabe, Mandarin, Portugais, Bosniaque, Italien, Sango, Russe, Créole",Yes,Available on site,"Du lundi au vendredi de 8 h 30 à 12 h, de 13 h à 16 h 30.",820-375-2196,direction@sana3r.ca,http://www.sana3r.ca,"B100-2000, boulevard Des Récollets Trois-Rivières (Québec) G9A 3X4 Voir sur la carte",Services offerts toute l'année,Ville de Trois-Rivières,Mauricie,Trois-Rivières,"June 10, 2025"
Service d'Accueil des Nouveaux Arrivants de la Matanie - SANAM (CEGEP-Bureau principal),https://www.quebec.ca/en/immigration/partners/125/service-daccueil-des-nouveaux-arrivants-de-la-matanie-sanam-cegep-bureau-principal,"616, avenue Saint-Rédempteur Matane (Bas-Saint-Laurent) G4W 1L1 Tel. : 418 562-1240","Français, Anglais, Espagnol","https://www.google.ca/maps/place/616+Avenue+St+Rédempteur,+Matane,+QC+G4W+1L1",https://www.sanamatanie.org,"Accueil, installation, intégration, renseignement et référence | Session Objectif intégration | Jumelage interculturel","Français, Anglais, Espagnol","Français, Anglais",Yes,,Du lundi au vendredi de 9 h à 12 h et de 13 h à 16 h 30.,418-562-1240,sanam@cgmatane.qc.ca,http://www.sanamatanie.org,"616, avenue Saint-Rédempteur Matane (Québec) G4W 1L1 Voir sur la carte",Bureau fermé durant la période des fêtes,Les municipalités de la MRC de la Matanie,Bas-Saint-Laurent,Matane,"June 10, 2025"
